name,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,brand,origin_str_Japan,origin_str_Japan,origin_str_Usa,origin_str_Usa,decade,origin_str_Japan,origin_str_Japan,origin_str_Usa,origin_str_Usa,mpg
ford galaxie 500,1.498191258034802,1.5131168766184864,1.2756128456620868,1.399393752842946,-0.7508799994286268,-1.3566421515734488,usa,Ford,False,False,True,True,1880,False,False,True,True,-1.2188545979702674
plymouth fury iii,1.498191258034802,1.1962319926202531,1.1970265117412089,1.3308177759765256,-0.932419447717166,-1.3566421515734488,usa,Plymouth,False,False,True,True,1880,False,False,True,True,-1.2188545979702674
dodge monaco (sw),1.498191258034802,1.820399188374349,1.9828898509499864,2.346451640256786,-1.477037792582784,-1.3566421515734488,usa,Dodge,False,False,True,True,1880,False,False,True,True,-1.4750625466299097
ford country squire (sw),1.498191258034802,1.9836429164946505,1.7209354045470606,2.0993416546519263,-1.2954983442942447,-1.3566421515734488,usa,Ford,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
pontiac safari (sw),1.498191258034802,1.9836429164946505,1.8519126277485236,2.565185359572092,-1.2954983442942447,-1.3566421515734488,usa,Pontiac,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
amc hornet sportabout (sw),0.32093534352769215,0.6200776580780109,0.1492087261295057,-0.009960806204865192,-0.7508799994286268,-1.3566421515734488,usa,Amc,False,False,True,True,1880,False,False,True,True,-0.7064387006509832
chevrolet vega (sw),-0.8563205709794179,-0.5130258665217324,-0.8462181702016123,-0.6649796197220527,1.2460539317453057,-1.3566421515734488,usa,Chevrolet,False,False,True,True,1880,False,False,True,True,-0.1940228033316988
pontiac firebird,0.32093534352769215,0.5432570801390452,-0.11274572027342,0.3683894109891781,-0.20626165456300877,-1.3566421515734488,usa,Pontiac,False,False,True,True,1880,False,False,True,True,-0.5783347263211621
ford mustang,0.32093534352769215,0.5432570801390452,-0.427091055956931,0.1993141576805899,-0.3878011028515481,-1.3566421515734488,usa,Ford,False,False,True,True,1880,False,False,True,True,-0.7064387006509832
mercury capri 2000,-0.8563205709794179,-0.685872166884405,-0.4794819452375162,-0.8872603723235531,-0.5693405511400874,-1.3566421515734488,usa,Mercury,False,False,True,True,1880,False,False,True,True,-0.06591882900187768
opel 1900,-0.8563205709794179,-0.7434876003386293,-0.3747001666763458,-1.0019477819104976,-0.5693405511400874,-1.3566421515734488,europe,Opel,False,False,False,False,1880,False,False,False,False,0.5746010426472277
peugeot 304,-0.8563205709794179,-1.0987827733063453,-0.8986090594821975,-1.0598826589183354,1.427593380033845,-1.3566421515734488,europe,Peugeot,False,False,False,False,1880,False,False,False,False,0.8308089913068697
fiat 124b,-0.8563205709794179,-1.0123596231250092,-0.741436391640442,-1.070523758776918,-0.3878011028515481,-1.3566421515734488,europe,Fiat,False,False,False,False,1880,False,False,False,False,0.8308089913068697
toyota corolla 1200,-0.8563205709794179,-1.175603351245311,-1.0295862826836604,-1.4157683319664824,1.2460539317453057,-1.3566421515734488,japan,Toyota,True,True,False,False,1880,True,True,False,False,0.9589129656366908
datsun 1200,-0.8563205709794179,-1.1660007790029403,-0.92480450412249,-1.604943440563504,0.8829750351682272,-1.3566421515734488,japan,Datsun,True,True,False,False,1880,True,True,False,False,1.4713288629559753
volkswagen model 111,-0.8563205709794179,-0.9259364729436725,-1.1605635058851234,-1.343645321813868,1.2460539317453057,-1.3566421515734488,europe,Volkswagen,False,False,False,False,1880,False,False,False,False,0.4464970683174065
plymouth cricket,-0.8563205709794179,-0.9835519063978969,-0.8986090594821975,-1.2005816459373704,1.7906722766109238,-1.3566421515734488,usa,Plymouth,False,False,True,True,1880,False,False,True,True,0.3183930939875855
toyota corona hardtop,-0.8563205709794179,-0.7722953170657414,-0.2437229434748829,-0.8186843954571328,-0.02472220627446934,-1.085858010988578,japan,Toyota,True,True,False,False,1880,True,True,False,False,0.06218514532794324
dodge colt hardtop,-0.8563205709794179,-0.9211351868224873,-0.6366546130792716,-0.9984007486243035,0.5198961385911485,-1.085858010988578,usa,Dodge,False,False,True,True,1880,False,False,True,True,0.19028911965776435
volkswagen type 3,-0.8563205709794179,-0.9259364729436725,-1.317736173726879,-0.847060661746686,2.87990896634216,-1.085858010988578,europe,Volkswagen,False,False,False,False,1880,False,False,False,False,-0.06591882900187768
chevrolet vega,-0.8563205709794179,-0.5130258665217324,-0.3747001666763458,-0.6649796197220527,1.427593380033845,-1.085858010988578,usa,Chevrolet,False,False,True,True,1880,False,False,True,True,-0.450230751991341
ford pinto runabout,-0.8563205709794179,-0.685872166884405,-0.4794819452375162,-0.8801663057511648,0.33835669030260923,-1.085858010988578,usa,Ford,False,False,True,True,1880,False,False,True,True,-0.3221267776615199
chevrolet impala,1.498191258034802,1.5035143043761157,1.5899581813455976,1.5412750842907124,-1.2954983442942447,-1.085858010988578,usa,Chevrolet,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
pontiac catalina,1.498191258034802,1.9836429164946505,1.8519126277485236,1.672515315879896,-1.2954983442942447,-1.085858010988578,usa,Pontiac,False,False,True,True,1880,False,False,True,True,-1.2188545979702674
plymouth fury iii,1.498191258034802,1.1962319926202531,1.1970265117412089,1.3769292086970495,-0.7508799994286268,-1.085858010988578,usa,Plymouth,False,False,True,True,1880,False,False,True,True,-1.0907506236404467
ford galaxie 500,1.498191258034802,1.5131168766184864,1.2756128456620868,1.3698351421246613,-0.932419447717166,-1.085858010988578,usa,Ford,False,False,True,True,1880,False,False,True,True,-1.2188545979702674
amc ambassador sst,1.498191258034802,1.0617959812270632,1.1970265117412089,0.8295037381944184,-1.477037792582784,-1.085858010988578,usa,Amc,False,False,True,True,1880,False,False,True,True,-0.8345426749808043
mercury marquis,1.498191258034802,2.2621175115234013,2.7163623008781785,1.96573673420528,-1.6585772408713235,-1.085858010988578,usa,Mercury,False,False,True,True,1880,False,False,True,True,-1.6031665209597306
buick lesabre custom,1.498191258034802,1.5035143043761157,1.328003734942672,1.810849614041468,-0.7508799994286268,-1.085858010988578,usa,Buick,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
oldsmobile delta 88 royale,1.498191258034802,1.5035143043761157,1.4589809581441346,1.7564617703198244,-0.7508799994286268,-1.085858010988578,usa,Oldsmobile,False,False,True,True,1880,False,False,True,True,-1.4750625466299097
chrysler newport royal,1.498191258034802,1.9836429164946505,2.244844297352912,1.7162620597429572,-1.1139588960057054,-1.085858010988578,usa,Chrysler,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
mazda rx2 coupe,-1.4449485282329728,-1.1852059234876817,-0.1913320541942978,-0.7572024851631007,-0.7508799994286268,-1.085858010988578,japan,Mazda,True,True,False,False,1880,True,True,False,False,-0.5783347263211621
amc matador (sw),1.498191258034802,1.0617959812270632,1.1970265117412089,1.089619512515323,-1.1139588960057054,-1.085858010988578,usa,Amc,False,False,True,True,1880,False,False,True,True,-1.0907506236404467
chevrolet chevelle concours (sw),1.498191258034802,1.0906036979541753,0.6731176189353574,1.3331824648339885,-0.5693405511400874,-1.085858010988578,usa,Chevrolet,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
ford gran torino (sw),1.498191258034802,1.0425908367423218,0.9350720653382832,1.5649219728653398,0.1568172420140699,-1.085858010988578,usa,Ford,False,False,True,True,1880,False,False,True,True,-1.3469585723000885
plymouth satellite custom (sw),1.498191258034802,1.1962319926202531,1.1970265117412089,1.3083532318306292,-0.5693405511400874,-1.085858010988578,usa,Plymouth,False,False,True,True,1880,False,False,True,True,-1.2188545979702674
volvo 145e (sw),-0.8563205709794179,-0.6954747391267757,0.2015996154100909,-0.044248794638075295,-0.3878011028515481,-1.085858010988578,europe,Volvo,False,False,False,False,1880,False,False,False,False,-0.7064387006509832
volkswagen 411 (sw),-0.8563205709794179,-0.6954747391267757,-0.741436391640442,-0.54319814356272,0.8829750351682272,-1.085858010988578,europe,Volkswagen,False,False,False,False,1880,False,False,False,False,-0.1940228033316988
peugeot 504 (sw),-0.8563205709794179,-0.7050773113691464,-0.4532865005972236,0.010139049083568307,1.427593380033845,-1.085858010988578,europe,Peugeot,False,False,False,False,1880,False,False,False,False,-0.3221267776615199
renault 12 (sw),-0.8563205709794179,-0.9355390451860434,-0.92480450412249,-0.923913049614226,0.8829750351682272,-1.085858010988578,europe,Renault,False,False,False,False,1880,False,False,False,False,0.3183930939875855
ford pinto (sw),-0.8563205709794179,-0.685872166884405,-0.4794819452375162,-0.6803500972955607,0.1568172420140699,-1.085858010988578,usa,Ford,False,False,True,True,1880,False,False,True,True,-0.1940228033316988
datsun 510 (sw),-0.8563205709794179,-0.9259364729436725,-0.3223092773957607,-0.8068609511698189,0.5198961385911485,-1.085858010988578,japan,Datsun,True,True,False,False,1880,True,True,False,False,0.5746010426472277
toyouta corona mark ii (sw),-0.8563205709794179,-0.7050773113691464,-0.1913320541942978,-0.5491098657063769,-0.3878011028515481,-1.085858010988578,japan,Toyouta,True,True,False,False,1880,True,True,False,False,-0.06591882900187768
dodge colt (sw),-0.8563205709794179,-0.9163339007013019,-0.6366546130792716,-0.9534716603325107,-0.20626165456300877,-1.085858010988578,usa,Dodge,False,False,True,True,1880,False,False,True,True,0.5746010426472277
toyota corolla 1600 (sw),-0.8563205709794179,-0.9259364729436725,-0.427091055956931,-1.0291417037713195,0.33835669030260923,-1.085858010988578,japan,Toyota,True,True,False,False,1880,True,True,False,False,0.4464970683174065
buick century 350,1.498191258034802,1.5035143043761157,1.8519126277485236,1.3355471536914512,-0.932419447717166,-0.815073870403707,usa,Buick,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
amc matador,1.498191258034802,1.0617959812270632,1.1970265117412089,0.8295037381944184,-1.477037792582784,-0.815073870403707,usa,Amc,False,False,True,True,1890,False,False,True,True,-1.2188545979702674
chevrolet malibu,1.498191258034802,1.5035143043761157,1.066049288539746,1.203124577673536,-0.932419447717166,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
ford gran torino,1.498191258034802,1.0425908367423218,0.8564857314174054,1.266971176825031,-0.3878011028515481,-0.815073870403707,usa,Ford,False,False,True,True,1890,False,False,True,True,-1.2188545979702674
dodge coronet custom,1.498191258034802,1.1962319926202531,1.1970265117412089,0.9536499032112139,-1.1139588960057054,-0.815073870403707,usa,Dodge,False,False,True,True,1890,False,False,True,True,-1.0907506236404467
mercury marquis brougham,1.498191258034802,2.2621175115234013,2.454407854475253,2.3429046069705914,-1.477037792582784,-0.815073870403707,usa,Mercury,False,False,True,True,1890,False,False,True,True,-1.4750625466299097
chevrolet caprice classic,1.498191258034802,1.9836429164946505,1.1970265117412089,1.7659205257496755,-1.2954983442942447,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
ford ltd,1.498191258034802,1.5131168766184864,1.4065900688635495,1.6465037384478056,-0.932419447717166,-0.815073870403707,usa,Ford,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
plymouth fury gran sedan,1.498191258034802,1.1962319926202531,1.1970265117412089,1.497528340427651,-0.3878011028515481,-0.815073870403707,usa,Plymouth,False,False,True,True,1890,False,False,True,True,-1.2188545979702674
chrysler new yorker brougham,1.498191258034802,2.367745806189479,2.8997304133602264,2.086335865935881,-1.6585772408713235,-0.815073870403707,usa,Chrysler,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
buick electra 225 custom,1.498191258034802,2.5117843898250403,3.1616848597631524,2.34172226254186,-1.6585772408713235,-0.815073870403707,usa,Buick,False,False,True,True,1890,False,False,True,True,-1.4750625466299097
amc ambassador brougham,1.498191258034802,1.5995400267998225,1.8519126277485236,1.0056730580753948,-1.6585772408713235,-0.815073870403707,usa,Amc,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
plymouth valiant,0.32093534352769215,0.30319277407977746,0.0182315029280428,0.17803195796342502,0.33835669030260923,-0.815073870403707,usa,Plymouth,False,False,True,True,1890,False,False,True,True,-0.7064387006509832
chevrolet nova custom,0.32093534352769215,0.5432570801390452,-0.11274572027342,0.3636600332742525,0.8829750351682272,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-0.9626466493106254
amc hornet,0.32093534352769215,0.37041077977637243,-0.11274572027342,-0.030060661493298692,0.1568172420140699,-0.815073870403707,usa,Amc,False,False,True,True,1890,False,False,True,True,-0.7064387006509832
ford maverick,0.32093534352769215,0.5432570801390452,-0.427091055956931,0.0597975150902865,0.33835669030260923,-0.815073870403707,usa,Ford,False,False,True,True,1890,False,False,True,True,-0.7064387006509832
plymouth duster,0.32093534352769215,0.043923323535768506,-0.2437229434748829,-0.07853678307128549,0.1568172420140699,-0.815073870403707,usa,Plymouth,False,False,True,True,1890,False,False,True,True,-0.06591882900187768
volkswagen super beetle,-0.8563205709794179,-0.9259364729436725,-1.527299730849219,-1.2064933680810273,1.972211724899463,-0.815073870403707,europe,Volkswagen,False,False,False,False,1890,False,False,False,False,0.3183930939875855
chevrolet impala,1.498191258034802,1.9836429164946505,1.1970265117412089,2.396110106263504,-0.5693405511400874,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-1.6031665209597306
ford country,1.498191258034802,1.9836429164946505,1.6423490706261827,2.288516763248948,-1.1139588960057054,-0.815073870403707,usa,Ford,False,False,True,True,1890,False,False,True,True,-1.4750625466299097
plymouth custom suburb,1.498191258034802,1.5995400267998225,1.7209354045470606,1.9905659672086389,-0.932419447717166,-0.815073870403707,usa,Plymouth,False,False,True,True,1890,False,False,True,True,-1.3469585723000885
oldsmobile vista cruiser,1.498191258034802,1.5035143043761157,1.9828898509499864,1.807302580755274,-1.1139588960057054,-0.815073870403707,usa,Oldsmobile,False,False,True,True,1890,False,False,True,True,-1.4750625466299097
amc gremlin,0.32093534352769215,0.37041077977637243,-0.11274572027342,-0.2145063923753948,-0.20626165456300877,-0.815073870403707,usa,Amc,False,False,True,True,1890,False,False,True,True,-0.7064387006509832
toyota carina,-0.8563205709794179,-0.9259364729436725,-0.427091055956931,-0.8175020510284013,1.2460539317453057,-0.815073870403707,japan,Toyota,True,True,False,False,1890,True,True,False,False,-0.450230751991341
chevrolet vega,-0.8563205709794179,-0.5130258665217324,-0.8462181702016123,-0.6732560307231724,1.427593380033845,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-0.3221267776615199
datsun 610,-0.8563205709794179,-0.820308178277595,-0.2699183881151755,-0.6992676081552629,0.33835669030260923,-0.815073870403707,japan,Datsun,True,True,False,False,1890,True,True,False,False,-0.1940228033316988
maxda rx3,-1.4449485282329728,-1.1852059234876817,-0.3747001666763458,-1.0007654374817665,-0.7508799994286268,-0.815073870403707,japan,Maxda,True,True,False,False,1890,True,True,False,False,-0.7064387006509832
ford pinto,-0.8563205709794179,-0.685872166884405,-0.5056773898778087,-0.7808493737377284,1.0645144834567664,-0.815073870403707,usa,Ford,False,False,True,True,1890,False,False,True,True,-0.5783347263211621
mercury capri v6,0.32093534352769215,-0.3689872828861718,0.0706223922086279,-0.589309576283244,-0.5693405511400874,-0.815073870403707,usa,Mercury,False,False,True,True,1890,False,False,True,True,-0.3221267776615199
fiat 124 sport coupe,-0.8563205709794179,-0.9163339007013019,-0.3747001666763458,-0.8340548730306407,-0.02472220627446934,-0.815073870403707,europe,Fiat,False,False,False,False,1890,False,False,False,False,0.3183930939875855
chevrolet monte carlo s,1.498191258034802,1.5035143043761157,1.066049288539746,1.3142649539742863,-0.932419447717166,-0.815073870403707,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-1.0907506236404467
pontiac grand prix,1.498191258034802,1.9836429164946505,3.292662082964615,1.546004462005638,-2.203195585736941,-0.815073870403707,usa,Pontiac,False,False,True,True,1890,False,False,True,True,-0.9626466493106254
fiat 128,-0.8563205709794179,-1.2044110679724231,-1.4487133969283417,-1.3046279556657323,1.427593380033845,-0.815073870403707,europe,Fiat,False,False,False,False,1890,False,False,False,False,0.7027050169770487
opel manta,-0.8563205709794179,-0.7434876003386293,-0.7676318362807346,-0.960565726904899,-0.02472220627446934,-0.815073870403707,europe,Opel,False,False,False,False,1890,False,False,False,False,0.06218514532794324
audi 100ls,-0.8563205709794179,-0.7626927448233707,-0.3485047220360533,-0.4592516891227916,-0.5693405511400874,-0.815073870403707,europe,Audi,False,False,False,False,1890,False,False,False,False,-0.450230751991341
volvo 144ea,-0.8563205709794179,-0.6954747391267757,0.2015996154100909,-0.12110118250561538,-0.02472220627446934,-0.815073870403707,europe,Volvo,False,False,False,False,1890,False,False,False,False,-0.5783347263211621
dodge dart custom,1.498191258034802,1.1962319926202531,1.1970265117412089,0.5067237091507502,-1.6585772408713235,-0.815073870403707,usa,Dodge,False,False,True,True,1890,False,False,True,True,-1.0907506236404467
saab 99le,-0.8563205709794179,-0.6954747391267757,0.1492087261295057,-0.3670288236817435,-0.5693405511400874,-0.815073870403707,europe,Saab,False,False,False,False,1890,False,False,False,False,0.06218514532794324
toyota mark ii,0.32093534352769215,-0.35938471064380106,0.4635540618130166,-0.19322419265822988,-0.7508799994286268,-0.815073870403707,japan,Toyota,True,True,False,False,1890,True,True,False,False,-0.450230751991341
oldsmobile omega,1.498191258034802,1.5035143043761157,1.9828898509499864,0.8200449827645673,-1.6585772408713235,-0.815073870403707,usa,Oldsmobile,False,False,True,True,1890,False,False,True,True,-1.6031665209597306
plymouth duster,0.32093534352769215,0.043923323535768506,-0.2437229434748829,0.1555674138175287,0.33835669030260923,-0.5442897298188362,usa,Plymouth,False,False,True,True,1890,False,False,True,True,-0.450230751991341
ford maverick,0.32093534352769215,0.06312846802050992,-0.2830161104353218,-0.11282477150449569,0.5198961385911485,-0.5442897298188362,usa,Ford,False,False,True,True,1890,False,False,True,True,-0.3221267776615199
amc hornet,0.32093534352769215,0.37041077977637243,-0.11274572027342,-0.08208381635747969,0.1568172420140699,-0.5442897298188362,usa,Amc,False,False,True,True,1890,False,False,True,True,-0.5783347263211621
chevrolet nova,0.32093534352769215,0.5432570801390452,-0.11274572027342,0.4322360101406729,0.5198961385911485,-0.5442897298188362,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-1.0907506236404467
datsun b210,-0.8563205709794179,-1.0987827733063453,-0.9771953934030752,-1.2064933680810273,1.2460539317453057,-0.5442897298188362,japan,Datsun,True,True,False,False,1890,True,True,False,False,0.9589129656366908
ford pinto,-0.8563205709794179,-0.685872166884405,-0.6366546130792716,-0.6141388092866031,0.33835669030260923,-0.5442897298188362,usa,Ford,False,False,True,True,1890,False,False,True,True,0.3183930939875855
toyota corolla 1200,-0.8563205709794179,-1.175603351245311,-1.0295862826836604,-1.341280632956405,1.972211724899463,-0.5442897298188362,japan,Toyota,True,True,False,False,1890,True,True,False,False,1.0870169399665122
chevrolet vega,-0.8563205709794179,-0.5130258665217324,-0.7676318362807346,-0.506545466272047,0.5198961385911485,-0.5442897298188362,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,0.19028911965776435
chevrolet chevelle malibu classic,0.32093534352769215,0.5432570801390452,-0.11274572027342,0.9583792809261393,0.5198961385911485,-0.5442897298188362,usa,Chevrolet,False,False,True,True,1890,False,False,True,True,-0.9626466493106254
amc matador,0.32093534352769215,0.6200776580780109,0.1492087261295057,0.7822099610451629,0.8829750351682272,-0.5442897298188362,usa,Amc,False,False,True,True,1890,False,False,True,True,-0.9626466493106254
